Broncode/Source code|Referentie/Reference
REF.0166| Ollilainen V ea   Carotenoids and retinoids in Finnish foods: meat and meat products   J Food Composition and Analysis (1988), 1, 178-188
REF.0167| Ollilainen V ea   Carotenoids and retinoids in Finnish foods: dairy products and eggs   J Dairy Science (1989), 72, 9, 2257-2265
REF.0168| E-Siong Tee ea   Carotenoid composition and content of Malaysian vegetables and fruits by the AOAC and HPLC methods   Food Chemistry (1991), 41, 309-339
REF.0169| Tonucci LH ea   Carotenoid content of thermally processed tomato-based food products   J Agric Food chem (1995), 43, 3, 579-586
REF.0170| Müller H   Determination of the carotenoid content in selected vegetables and fruit by HPLC and photodiode array detection   Z Lebensm Untersuchung Forschung (1997), 204, 88-94
REF.0171| Bausch S ea   Carotenoïdengehalten in andere voedingsmiddelen dan groenten (tbv Nederlandes Cohort Studie) (intern document)   1997, TNO
REF.0172| Divisie Analytical Sciences   Analyseresultaten nav studie 452 in vlees afkomstig van Islamitische slagers   1998, TNO
REF.0173| Blokdijk V ea   Bepaling van het vitamine B12 gehalte in vlees en vleeswaren   Rapportnummer V99.209, (2000), TNO
REF.0178| Konings EJM   Voedingsmiddelentabel Foliumzuur (1999) en Monsternameprotocol voor foliumzuuranalyses (1997).   Rapportnummer MA9701, (1999), nVWA
REF.0182| Wit W de   Onderzoek naar de samenstelling van belegde broodjes   Rapportnummer B 2629, (1993), Rikilt
REF.0183| Vahteristo LT ea   Application of an HPLC assay for the determination of folate derivates in some vegetables, fruits and berries consumed in Finland   Food Chem (1997), 59, 589-597
REF.0184| Vahteristo LT ea   Liquid chromatographic determination of folate monoglutamates in fish, meat, egg and dairy products consumed in Finland   J AOAC International (1997), 80, 2, 373-378
REF.0185| Lawrence P   Individual folates in foodstuffs project 2B033   Rapportnummer AS20/96/88, (1996)
REF.0186| Roomans HHS   De voedingswaarde van diverse salades   Rapportnummer MA 9802, (2000), nVWA
REF.0187| Roomans HHS   Onderzoek naar het gehalte aan natrium, kalium, magnesium, calcium, zink, ijzer, koper en mangaan in enkelvoudige en samengestelde ontbijtgranen   1982, nVWA
REF.0188| Roomans HHS   Zinkanalyses   1988, nVWA
REF.0189| Hulshof PJM ea   Voedingsmiddelenanalyses, deel 13 Retinol en carotenoïden in zuivelproducten   2001, Wageningen UR
REF.0190| VEWIN   Analysecijfers drinkwater van circa 250 Nederlandse pompstations, verzameld en beschikbaar gesteld door VEWIN en het RIVM   2000, VEWIN
REF.0192| Konings E   Tocoferolen en tocotrienolen in circa 50 producten, bemonsterd in Nederland 1997. Persoonlijke mededeling   1997, nVWA
REF.0193| Reijer, den MWH   Analysis of ostrich-beef   Rapportnummer V9700093, (1998), TNO
REF.0196| Harn J v. en Middelkoop JH v.   Technische resultaten, slachtrendementen en chemische samenstelling van vier merken slachtkuikens   Rapportnummer 4105460000, (2003), Praktijkonderzoek Veehouder
REF.0197| Consumentenbond   Analyses patat 2003- 2005   2005, nVWA
REF.0201| Consumentenbond   Onderzoek naar zoete tussendoortjes   2004, nVWA
REF.0202| Consumentenbond   Onderzoek naar biologische en reguliere rauwe groenten   2006, Rikilt
REF.0203| Consumentenbond   Onderzoek naar de vetzuursamenstelling van vissoorten   2005, Rikilt
REF.0207| Consumentenbond   Onderzoek naar natrium en kalium in verschillende producten   2006, Nutrilab
REF.0209| Akzo Nobel salt   Samenstelling JOZO en NEZO zout. Product data sheet, datum 01-07-2004   2004, Akzo Nobel Salt
REF.0210| Rasmussen ea   Iodine content in drinking water and other beverages in Denmark   European Journal of Clinical Nutrition (2000), 54, 57-60
REF.0211| Haldimann M ea   Iodine content of food groups   Journal of Food Composition and Analysis (2005), 18, 461-471
REF.0212| Meulenaer B de   Analyses EuroFIR Ethnic Foods. macronutriënten en vitamines   2008, Universiteit Gent
REF.0213| Quekelberghe S van   Analyses EuroFIR Ethnic Foods. mineralen   2008, Chemiphar
REF.0214| Westerop J van   Analyses brood iov Voorlichtingsbureau Brood tbv NEVO tabel, FCRA 08-0063.F/WEJ-rer   2008, TNO
REF.0215| RIVM   Analyse diverse producten ten behoeve van NEVO (intern document), 2009   SGS Nederland
REF.0216| Theha   Natrium en kalium in 2 soorten kokosbrood   2009, Siliker
REF.0218| Akzo Nobel salt   Samenstelling keukenzout met jodium. Product data sheet, datum: 08-07-2009   2009, Akzo Nobel Salt
REF.0219| Haan HPM de   Vitamine-analyses diverse producten ten behoeve van NEVO   2009, TNO
REF.0220| Hulshof P   Vetzuuranalyses diverse producten ten behoeve van NEVO   2009, Wageningen UR
REF.0221| Stoppelaar J de   Natrium in kaas, 2008-2009, in opdracht van NZO   2010, ALcontrol Food
REF.0222| FNLI   Analysegegevens diverse typen Lays chips, mei 2010   2010, Eurofins, Analytico Food
REF.0228| Haan HPM de   Actualisering van de samenstelling van vlees in de NEVO-tabel, TNO / RIVM   2010, TNO
REF.0229| Kennisinstituut Bier   Analyse van diverse biersoorten   2011, Eurofins, Analytico Food
REF.0230| Dutch Nut Group   Analyses van blanke rozijnen   Rapportnummer 411016, (2006), ALcontrol Food
REF.0231| Haan HPM de   Analyses Turkse producten   2011, TNO
REF.0233| M. Vermeulen   Analyserapport van oranje paprika   2011, TNO
REF.0238| Consumentenbond   Onderzoek naar koekjes en wafels   2009, Nutrilab
REF.0239| Consumentenbond   Onderzoek naar vleesvervangers   2011, CCL Nutricontrol
REF.0244| Schurgers LJ en C Vermeer   Determination of phylloquinone and menaquinones in food   Haemostasis (2000), 30, 298-307, Universiteit Maastricht/VitaK
REF.0246| Bolton-Smith, C ea   Compilation of a provisional UK database for the phylloquinone (vitamin K1) content of foods   British Journal of Nutrition (2000), 83, 389-399
REF.0248| Hulzen, KJE van ea   Genetic and nongenetic variation in concentration of Se, Ca, K, Zn, Mg, and P in milk of Dutch Holstein-Friesian cows   J Dairy Sci (2009), 92, 5754-5759
REF.0249| Rutten MJM ea   Genetic variation in vitamin B-12 content of bovine milk and its association with SNP along the bovine genome   PloS ONE (2013), 8, 4
REF.0250| Valenberg HJF van ea   Concentrations of n-3 and n-6 fatty acids in Dutch bovine milk fat and their contribution to human dietary intake   J Dairy Sci (2013), 96, 1-9. Analyseresultaten voor volledig vetzuurpatroon zijn beschikbaar gesteld.
REF.0251| Bijl E ea   Milk protein content and salt composition. Protein, casein and micellar salts in milk: current content and historical perspectives   submitted for publication (2013)
REF.0253| Verkleij TJ   Bemonstering en analyses van totaal vetgehalte van rundergehakt bij de slager en de supermarkt   Rapportnummer R10698, (2013), TNO
REF.0254| Sirot V ea   Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study   Journal of Food Composition and Analysis (2008), 21, 8-16
REF.0255| Versteegh JFM en Dik HHJ   Analysecijfers bij RIVM rapport: De Staat van het Drinkwater in Nederland, 2012   Rapportnummer 2014-0137, (2014), RIVM
REF.0256| NVWA   Analysecijfers bij NVWA rapport: Monitoring van het gehalte aan keukenzout in diverse levensmiddelen 2013.   2014, nVWA
REF.0258| Haan HPM de   Analyses NEVO productonderzoek 2014-2015 - resultaten (interne rapportage)   2015, TNO
REF.0263| FrieslandCampina   Analyses vitamines en mineralen in kaas   2014, Eurofins, Analytico Food
REF.0265| FrieslandCampina   Analyses vitamine K in kaas   2014, Universiteit Maastricht/VitaK
REF.0266| FrieslandCampina   Analyses jodium in Goudse kaas   2015, Rikilt
REF.0267| NVWA   Analysecijfers bij NVWA rapport: Monitoring van het gehalte aan keukenzout in diverse levensmiddelen 2015.   2016, nVWA
REF.0269| Marktverkenningen   Ned Tijdschr v Diëtisten (1974), 29, 277-277
REF.0277| Ott M   Onderzoek naar magnesiumgehalte van enige Nederlandse voedingsmiddelen   Voeding (1966), 27, 12, 615-623
REF.0280| Piendl A   Composition of German alcoholfree bottom fermented low gravity beer   Brauwelt International (1991), 2, 136-138
REF.0282| Luten JB   Spoorelementen in visserijprodukten (1985-1993)   Voeding (1994), 55, 9, 24-28
REF.0283| Booth SL ea   Vitamin K1 (phylloquinone) content of foods: a provisional table   J of Food Comp and Analysis (1993), 6, 109-120
REF.0285| Mattila PH ea   Effect of Different Vitamin D Supplementations in Poultry Feed on Vitamin D Content of Eggs and Chicken Meat   J of Agriculture and Food Chemistry (2011), 59, 8298-8303
REF.0286| Mattila PH ea   Contents of cholecalciferol, ergocalciferol, and their 25-hydroxylated metabolites in milk products and raw meat and liver as determined by HPLC   J. Agric. Food Chem. (1995), 4
REF.0287| Schmid A en Walther B   Natural Vitamin D Content in Animal Products   Advances in nutrition (2015), 4, 453-462
REF.0289| Voedingsraad   Nederlandse voedingsmiddelentabel 33e druk, 1981   VOVO
REF.0290| Voedingsraad   Nederlandse voedingsmiddelentabel 34e druk, 1983   VOVO
REF.0291| Voedingsraad   Nederlandse voedingsmiddelentabel 35e druk, 1987   VOVO
REF.0292| Souci SW ea   Die Zusammensetzung der Lebensmittel Nährwert-Tabellen 1986/87 3e druk, 1986   Wissenschaftl Verlagsgesellsch
REF.0293| Compendium dieetpreparaten en voedingsmiddelen 5e druk, 1976   De Toorts
REF.0295| Compendium dieetpreparaten en voedingsmiddelen 8e druk, 1979   De Toorts
REF.0296| Compendium dieetpreparaten en voedingsmiddelen 9e druk, 1980   De Toorts
REF.0297| Compendium dieetpreparaten en voedingsmiddelen 10e druk, 1981   De Toorts
REF.0298| Compendium dieetpreparaten en voedingsmiddelen 11e druk, 1982   De Toorts
REF.0299| Compendium dieetpreparaten en voedingsmiddelen 12e druk, 1984   De Toorts
REF.0302| Composition of foods, Agricultural handbook nr. 8, 1963   US Department of Agriculture
REF.0303| Composition of foods, Agricultural handbook nr. 8-1, 1976   US Department of Agriculture
REF.0304| Composition of foods, Agricultural handbook nr. 8-2, 1977   US Department of Agriculture
REF.0305| Dalderup LM   Het Hartinfarkt: risicofactoren en preventiemogelijkheden, 1974   Nederlandse Hartstichting
REF.0306| Diem K ea   Scientific tables 7e druk, 1973   CIBA
REF.0308| Paul AA ea   McCance and Widdowson's The composition of foods 4e druk, 1978   MAFF/ MRC
REF.0310| Surinaamse voedingsmiddelentabel, 1968   Ministerie van LVV, Paramaribo
REF.0311| Lueng W ea   Food composition tables for use in East Asia, 1972   FAO
REF.0312| Polacchi W ea   Food composition table for the Near East, 1982   FAO
REF.0313| Leung W ea   Food composition table for use in Africa, 1968   FAO
REF.0314| Platt BS   Tables of representive values of foods commonly used in tropical countries. Special Report Series nr 302, 1975   MRC
REF.0316| Shall H ea   Nährungsmitteltabelle zur Aufstelling und Berechnung von Diätverordningen für Krankenhaus, Sanatorium und Praxis, 1968   Barth
REF.0317| Leung W   Food composition table for Latin America, 1961   Incap
REF.0318| Randoin L ea   Tables de composition des aliments, 1974   Lanore
REF.0319| Compendium dieetpreparaten en voedingsmiddelen 15e druk, 1987   De Toorts
REF.0320| Composition of foods, Agricultural handbook nr. 8-9, 1982   US Department of Agriculture
REF.0322| Holland B ea   Cereals and cereal products, 3th supplement to McCance and Widdowson's The composition of foods 4e druk, 1988   MAFF / RSC
REF.0323| Carbasius-Weber E ea   Informatorium voor voeding en diëtetiek, 1979   Stafleu/Samson
REF.0324| Bovens M ea   Inschatten, berekenen en evalueren van de nutriëntsamenstelling van circa 130 voedingsitems ten behoeve van het Search-project (rapnr V 84.320), 1984   TNO-Voeding
REF.0325| Livsmedelstabeller, 1987   Statens livsmedelsverk, Zweden
REF.0328| Composition of foods: Sausages and luncheon meats. Agricultural handbook nr. 8-7, 1980   US Department of Agriculture
REF.0330| Runia S ea   Nutriëntsamenstelling van 78 extra voedingsitems (Rapportnr 528478004, deel 4), 1989   RIVM
REF.0331| Runia S ea   Aanvullingen en correcties op nutriëntwaarden (Rapportnr 528478003, deel 3), 1989   RIVM
REF.0332| Laack H van   Samenstelling van melk en zuivelprodukten in de serie: Melk in relatie tot gezondheid 1e druk, 1985   Nederlands Zuivelbureau
REF.0335| Koivistonen P   Mineral element composition of Finnish foods, 1980   Acta Agric Scandinavica
REF.0336| Meer MA van der   Inneming en biobeschikbaarheid van zink uit groenten en fruit en de zinkverliezen tijdens bereiding er verwerking (Rapport nr 2323), 1986   Sprenger Instituut
REF.0338| Renner E ea   Nährwerttabellen für Milch und Milchprodukte, 1994   M Drathen
REF.0339| Compendium dieetpreparaten en voedingsmiddelen 20e druk, 1992   De Toorts
REF.0340| Holland B ea   Vegetables, herbs and spices, 5th supplement to McCance and Widdowson's The composition of foods 4e druk, 1991   MAFF / RSC
REF.0341| Holland B ea   Mccance and Widdowson's The composition of foods 5e druk, 1991   MAFF / RSC
REF.0342| Holland B ea   Milk products and eggs, 4th supplement to McCance and Widdowson's The composition of foods 4e druk, 1989   MAFF / RSC
REF.0343| Holland B ea   Fruit and nuts, 1st supplement to Mccance and Widdowson's The composition of foods 5e druk, 1992   MAFF / RSC
REF.0345| Holland B ea   Fish and fish products, 3th supplement to McCance and Widdowson's The composition of foods 5e druk, 1993   MAFF / RSC
REF.0346| Møller A   Levnedsmiddeltabeller 1989, Food Composition Tables of Danish foods, 1989   Storkøkkencntr Levnedsmid Styr
REF.0347| Møller A ea   Levnedsmiddeltabeller, Food Composition Tables -aminoacids, carbohydrates and fatty acids in Danish foods, 1991   Storkøkkencntr Levnedsmid Styr
REF.0348| Rastas M ea   Ruoka-aineiden ravintoainesisältö. Livsmedlens näringsinnehåll (Nutrient composition of foods), 1989   Kansaneläkelaitos, Finland
REF.0349| Kistemaker C ea   De inneming van vitamine E in relatie tot het gehalte aan mov in de voeding. Deel 2, Vit E gehalten voor een groot aantal produkten (V93.118), 1993   TNO-Voeding
REF.0351| Souci SW ea   Die Zusammensetzung der Lebensmittel 5e druk, 1994   Medpharm / CRC Press
REF.0352| Chan W ea   Miscellaneous foods, 4th supplement to McCance and Widdowson's The composition of foods, 1994   MAFF / RSC
REF.0353| Paul AA ea   Amino acids, fatty acids, 1st supplement to McCance and Widdowson's The composition of foods 4e druk, 1979   MAFF / RSC
REF.0354| Bergstein I ea   Vitamine D gehaltes 1988. gebaseerd op Vitamine D en de voeding van ouderen (Rapnr 87-S01, 1987) + herberekening (Westenbrink 1988) (intern rapport), 1988   TNO-Voeding
REF.0355| Compendium dieetpreparaten en voedingsmiddelen 23e druk, 1995   De Toorts
REF.0356| Livsmedelstabeller, Energi och Näringsämnen, Fettsyratabell (Fatty acid table) 1e druk, 1986   Liber Tryck AB, Zweden
REF.0357| Compendium dieetpreparaten en voedingsmiddelen 21e druk, 1993   De Toorts
REF.0358| Brants HAM ea   Schaduwtabel retinol en ß-caroteen (intern document), 1994   TNO-Voeding
REF.0359| Chan W ea   Meat, poultry and game, 5th supplement to McCance & Widdowson's The compsition of foods 5e druk, 1995   MAFF / RSC
REF.0360| Livsmedels tabell, energi och näringsämnen, 1993   Statens Livsmedelsverket, Zweden
REF.0361| Brants HAM   Schaduwtabel vitamine E ten behoeve van VCPII (intern document), 1994   TNO-Voeding
REF.0362| Møller A ea   Levnedsmiddeltabeller (The composition of foods) 4e druk, 1996   Levnedsmiddelstyrelsen, Denmarken
REF.0369| Chan W ea   Meat products and dishes, 6th supplement to McCance and Widdowson's The composition of foods 5e druk, 1996   MAFF / RSC
REF.0371| Heijden L van der ea   Vitamine B12 waarden in voedingsmiddelen. Een inventarisering op basis van literatuur, 1997   LUW Humane Voeding en Epidemiologie
REF.0372| Livsmedels tabell, energi och näringsämnen, 1996   Livsmedelsverket, Zweden
REF.0373| USDA nutrient database for standard reference, 11th release,1997   US Department of Agriculture
REF.0374| Olmedilla B ea   Quantitation of provitamin-A and nonprovitamin-A carotenoids in the fruits most commonly consumed in Spain, in: Food and cancer prevention, 1993   Waldron KW
REF.0376| USDA nutrient database for standard reference, 12th release,1998   US Department of Agriculture
REF.0377| USDA NCC Carotenoid database for US foods, 1998   USDA / NCC
REF.0379| Konings EJM   Voedingsmiddelentabel Foliumzuur (1999) en Monsternameprotocol voor foliumzuuranalyse (1997), 1999   Inspectie W & V
REF.0383| Favier JC ea   Répertoire général des aliments, table de composition 2e druk, 1995   Ciqual-Regal
REF.0385| Simonetta S ea   Banca dati di composizione degli alimenti per studi epidemoilogici in Italia, 1998   Istituto Europeo di Oncologia
REF.0386| USDA nutrient database for standard reference, 13th release,1999   US Department of Agriculture
REF.0387| Stewart KK (ed)   The Chinese food composition tables, in. J Food Comp Analysis 3 (1990) 189-442, 1990   Academic Press
REF.0388| Compendium dieetproducten en voedingsmiddelen 28e druk, 2000   Bohn Stafleu van Loghum
REF.0390| Fatty acids, 7th supplement to the McCance and Widdowson's The composition of foods 5e druk, 1998   MAFF / RSC
REF.0394| Brants HAM   Carotenoïden in zuivelproducten, afgeleide waarden en inschattingen (intern rapport), 2003   TNO-Voeding
REF.0396| McCance&Widdowson's The Composition of Foods 6e druk, 2002   Food Standards Agency, UK
REF.0398| USDA nutrient database for standard reference, release 16-1, 2004   US Department of Agriculture
REF.0401| USDA nutrient database for standard reference, release 17, 2004   US Department of Agriculture
REF.0403| Danish Food Composition Databank, versie 5.0. http://www.foodcomp.dk/v5/fcdb_default.asp/, 2003   Danish Veterinary and Food Adm
REF.0404| Bureau Stichting NEVO   Wijzigingsvoorstellen voor tabel 2006 (intern document), 2005   TNO-Kwaliteit van Leven
REF.0405| USDA National Nutrient Database for Standard Reference, Release 18. Nutrient Data Laboratory, http://www.nal.usda.gov/fnic/foodcomp, 2005   US Department of Agriculture
REF.0406| Danish Food Composition Databank, versie 6.0. http://www.foodcomp.dk/v6/fcdb_default.asp/, 2005   Danish Veterinary and Food Adm
REF.0407| Kaathoven N en Genuchten S van   Compendium dieetpreparaten en voedingsmiddelen 33e druk, 2006   Bohn Stafleu van Loghum
REF.0410| Fineli - Finnish Food Composition Database, versie 6.0. http://www.fineli.fi/index.php?lang=en, 2006   Nat Publ Health Inst, Finland
REF.0411| USDA National Nutrient Database for Standard Reference, Release 19. Nutrient Data Laboratory, http://www.nal.usda.gov/fnic/foodcomp/search, 2006   Us Department of Agriculture
REF.0412| Bundeslebensmittelschlussel (BLS). Duitse voedingsmiddelentabel, 2006   BfEL, Karlsruhe
REF.0413| Livsmedelsverket The Swedish National Food Administration's food database, version 04-02-2008, http://www.livsmedelsverket.se/en/, 2008   The National Food Admin Sweden
REF.0418| USDA National Nutrient Database for Standard Reference, Release 21. Nutrient Data Laboratory, http://www.ars.usda.gov/fnic/foodcomp/search, 2008   US Department of Agriculture
REF.0419| Verkaik-Kloosterman J ea   Iodine intake in the Netherlands, current situation and scenarios of potential future intake, briefrapport 350090005/2008 (vertrouwelijk), 2008   RIVM
REF.0420| Danish Food Composition Databank, versie 7.0. http://www.foodcomp.dk/v7/fcdb_default.asp/, 2008   DTU, Denemarken
REF.0421| NEVO-team   Herziening productgroep Brood nav analyses door NBC/TNO (bron 1-2-320). achtergronddocumentatie (intern document), 2009   RIVM
REF.0422| McCance&Widdowson’s The Composition of Foods Integrated Dataset (CoF IDS), 6th edition, 2002. http:www.food.gov.uk/science/dietarysurveys/dietsurveys, 2002   Food Standards Agency, UK
REF.0423| USDA National Nutrient Database for Standard Reference, Release 22. Nutrient Data Laboratory, http://www.ars.usda.gov/ba/bhnrc/ndl, 2009   US Department of Agriculture
REF.0424| Danish Food Composition Databank, versie 7.01. http://www.foodcomp.dk/v7/fcdb_default.asp/, 2009   DTU, Denemarken
REF.0425| NEVO-team   Recepten en gemiddelden tbv gedrukte tabel 2011 (intern document), 2010   RIVM
REF.0426| Table Ciqual 2008, French Food Composition Table, http://www.afssa.fr/TableCIQUAL/, 2008   AFSSA, France
REF.0427| Irish Food Composition Database. http://www.ucc.ie/en/ifcdb/, 2009   Univ College Cork, Ireland
REF.0428| Voorlichtingsbureau MVO   Samenstelling A-merken margarines, halvarines en bak- en braadvetten, 2009
REF.0429| Banca Dati di Composizione degli Alimenti per Studi Epidemiologici in Italia - BDA,2008 http://www.ieo.it/bda, 2008   Istituto Europeo di Oncologia
REF.0430| Voedsel en Warenautoriteit   Monitoring van het gehalte aan keukenzout in diverse levensmiddelen, Factsheet Project ZD10 1614, 2010   nVWA
REF.0431| Berekening samenstelling bereid vers vlees obv Cooked Meat Calculator (intern document), 2011   RIVM
REF.0433| USDA National Nutrient Database for Standard Reference, Release 23. Nutrient Data Laboratory, http://www.ars.usda.gov/ba/bhnrc/ndl, 2010   US Department of Agriculture
REF.0435| The Norwegian FSA ea   The Norwegian Food Composition Table 2006. http://www.norwegianfoodcomp.no/, 2006
REF.0436| Schweizer Nahrwertdatenbank - online versie V 3.01, 2009
REF.0437| USDA National Nutrient Database for Standard Reference, Release 24. Nutrient Data Laboratory, http://www.ars.usda.gov/ba/bhnrc/ndl, 2011   US Department of Agriculture
REF.0438| Livsmedelsverket The Swedish National Food Administration's food database, version 26/01/2012, http://www.livsmedelsverket.se/en/, 2012   The National Food Admin Sweden
REF.0440| Table Ciqual 2012, French Food Composition Table, http://www.afssa.fr/TableCIQUAL/, 2012   Anses, France
REF.0443| USDA National Nutrient Database for Standard Reference, Release 25. Nutrient Data Laboratory, http://www.ars.usda.gov/nutrientdata, 2013   US Department of Agriculture
REF.0447| MVO   Voedingswaarden van margarine, halvarine en bak- en braadproducten, oktober 2012
REF.0448| Fineli - Finnish Food Composition Database, versie 14.0. http://www.fineli.fi/index.php?lang=en, 2011   Nat Ins Health and Welfare
REF.0450| NEVO-team   Inschatting vetzuurprofielen tbv NEVO 2013 (intern document), 2013
REF.0453| Livsmedelsverket The Swedish National Food Administration's food database, version 05-08-2013. http://www.livsmedelsverket.se/en/, 2013   The National Food Admin Sweden
REF.0455| USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory, http://www.ars.usda.gov/nutrientdata, 2014   US Department of Agriculture
REF.0456| Finglas P ea   McCance and Widdowson’s The Composition of Foods Integrated Dataset 2015 7e druk, 2015   Public Health England
REF.0457| Update vitamine D in NEVO-2015 (intern document), 2015   RIVM
REF.0458| Ohrvik V, ea   Livsmedelsverket. Fish, shellfish and fish products - analysis of nutrients. The National Food Agency Report Series no 1/2012, 2012   National Food Agency Sweden
REF.0459| Livsmedelsverket The Swedish National Food Administration's food database, version 2015-03-04. http://www.livsmedelsverket.se/en/, 2015   The National Food Admin Sweden
REF.0460| Borch Myhr J, ea   Nutritional composition of selected wild and farmed raw fish, 2012   Univers. Oslo/Norwegian FSA/ea
REF.0462| NEVO-team   Recepten en gemiddelden tbv NEVO-tabel 2016 (intern document), 2015   RIVM
REF.0463| Banca Dati di Composizione degli Alimenti per Studi Epidemiologici in Italia - BDA V1-2015, http://www.bda-ieo.it/wordpress/en/, 2015   ISPO
REF.0464| The Norwegian Food Composition Table 2014. The Norwegian Food Safety Authorty, Directorate for Health and Univerisity of Oslo. www.matvaretabellen.no, 2014
REF.0465| USDA National Nutrient Database for Standard Reference, Release 28. Nutrient Data Laboratory, http://www.ars.usda.gov/nutrientdata, 2015   US Department of Agriculture
REF.0466| RIVM   Aanvullingen jodiumgehalte in melkproducten en kaas (intern document), 2016
REF.0467| FrieslandCampina   Berekening jodiumgehalte in kaas (intern document), 2016
REF.0469| Danish Food Composition Database. Fødevaredatabanken, version 2015. http://frida.fooddata.dk/, 2015   DTU Denemarken
REF.0470| NUBEL Belgische Voedingsmiddelentabel, http://www.nubel.com/ 2009
REF.0471| logische redenering: Totaal eiwit = 0, plantaardig en dierlijk eiwit = 0
REF.0472| logische redenering: Totaal vet = 0 of bijna 0, dit vetzuur is ingeschat als 0
REF.0473| logische redenering: Plantaardig product, chol = 0
REF.0474| logische redenering: Geen polyolen toegevoegd
REF.0475| logische redenering: Alcoholvrij product
REF.0477| logische redenering: KH beschikbaar = 0, KH MD = 0
REF.0479| logische redenering: Heldere vloeistof, vezel = 0
REF.0480| logische redenering: Dierlijk product, vezel = 0
REF.0481| logische redenering: Pure vlees of visprod, vit C = 0 (muv lever)
REF.0482| logische redenering: Mov = 0, linolzuur = 0
REF.0483| logische redenering: Plantaardig product, vit D = 0
REF.0484| logische redenering: Plantaardig product, retinol=0
REF.0485| logische redenering: Product bevat geen polysacchariden
REF.0486| logische redenering: Dierlijk product, eiwit plantaardig = 0
REF.0487| logische redenering: Plantaardig product, eiwit dierlijk = 0
REF.0488| logische redenering: Water bevat geen vitaminen
REF.0490| logische redenering: Ingrediënten van product bevatten dit nutriënt niet
REF.0491| logische redenering: Plantaardig product, vit B12 = 0
REF.0492| logische redenering: Vet = 0, retinol = 0
REF.0494| logische redenering: n-3 = 0, ALA / EPA / DHA = 0
REF.0495| logische redenering: n-3 = ALA, EPA / DHA = 0
REF.0496| logische redenering: Movz = n-6, n-3 = 0
REF.0497| logische redenering: Movz = 0, n-3 / n-6 = 0
REF.0498| logische redenering: Vlees bevat geen koolhydraten
REF.0501| waarde verkegen van fabrikant: NIZO
REF.0502| waarde verkegen van fabrikant: Normalisatieproject
REF.0503| waarde verkegen van fabrikant: Waterleidingbedrijf Midden Nederland
REF.0504| waarde verkegen van fabrikant: Van der Bergh Nederland
REF.0505| waarde verkegen van fabrikant: Calvé, Van den Bergh Nederland
REF.0506| waarde verkegen van fabrikant: Nestlé Nederland
REF.0507| waarde verkegen van fabrikant: Nutricia Nederland
REF.0508| waarde verkegen van fabrikant: LU General Biscuits
REF.0509| waarde verkegen van fabrikant: Oosterhoutse Zoetwarenfabriek
REF.0511| waarde verkegen van fabrikant: Mars
REF.0513| waarde verkegen van fabrikant: Sara Lee/Douwe Egberts
REF.0514| waarde verkegen van fabrikant: Alfred Benzon
REF.0515| waarde verkegen van fabrikant: Heinz
REF.0517| waarde verkegen van fabrikant: Campina Melkunie
REF.0518| waarde verkegen van fabrikant: Iglo (was Iglo-Mora)
REF.0519| waarde verkegen van fabrikant: Friso Kindervoeding
REF.0520| waarde verkegen van fabrikant: RBF Leaf
REF.0521| waarde verkegen van fabrikant: Hoepman Suikerwerkfabriek
REF.0522| waarde verkegen van fabrikant: Kon. De Ruijter (Roosvicee,KC)
REF.0523| waarde verkegen van fabrikant: Koopmans Consumentenprod
REF.0524| waarde verkegen van fabrikant: United Biscuits
REF.0525| waarde verkegen van fabrikant: Campina Institute
REF.0526| waarde verkegen van fabrikant: Hak
REF.0527| waarde verkegen van fabrikant: Friesland Foods (Riedel+Fr Vl)
REF.0528| waarde verkegen van fabrikant: Honig Merkartikelen
REF.0529| waarde verkegen van fabrikant: Lima
REF.0530| waarde verkegen van fabrikant: Danone Nederland
REF.0531| waarde verkegen van fabrikant: Unilever Nederland
REF.0533| waarde verkegen van fabrikant: Kellogg's Nederland
REF.0534| waarde verkegen van fabrikant: Koninklijke Peijnenburg
REF.0535| waarde verkegen van fabrikant: Tendem
REF.0539| waarde verkegen van fabrikant: Friesland Coberco Dairy Foods
REF.0541| waarde verkegen van fabrikant: Conimex Best Foods
REF.0544| waarde verkegen van fabrikant: Zonnatura / Boas
REF.0545| waarde verkegen van fabrikant: Kok - Ede
REF.0546| waarde verkegen van fabrikant: Sleegers Vleeswaren
REF.0549| waarde verkegen van fabrikant: Campbell's
REF.0550| waarde verkegen van fabrikant: Koeleman Conserven
REF.0551| waarde verkegen van fabrikant: Boas
REF.0553| waarde verkegen van fabrikant: Soubry
REF.0554| waarde verkegen van fabrikant: Novartis Consumer Health
REF.0555| waarde verkegen van fabrikant: Gist-Brocades
REF.0556| waarde verkegen van fabrikant: Pietercil-Barends
REF.0557| waarde verkegen van fabrikant: Sonnema
REF.0561| waarde verkegen van fabrikant: Kernpharm
REF.0564| waarde verkegen van fabrikant: VNR Reformproducten
REF.0565| waarde verkegen van fabrikant: Bolletje
REF.0569| waarde verkegen van fabrikant: Dr Oetker Nederland
REF.0570| waarde verkegen van fabrikant: Hero Nederland
REF.0572| waarde verkegen van fabrikant: Rademaker
REF.0574| waarde verkegen van fabrikant: Tarvo Meelfabriek
REF.0577| waarde verkegen van fabrikant: Doesburgse mosterdfabriek
